id,text,creation_date,post_id,user_id,user_display_name,score
2174121,I don't know if I should call you names or ignore you. I don't want to know how to hook functions. I want to know what functions should I hook to intercept Dll's loading.,2010-02-08 08:33:15.079999 UTC,2216734,246100,,3
69129302,"@abhijithda: Actually, as long as the directory containing the module is in sys.path, pydoc will be able to find it.",2016-12-04 15:13:19.003000 UTC,27890642,1074744,,0
4040955,I wanted to up-vote this but was unable due to an initial up-down voting that I did 30 minutes before I accepted the answer.,2010-09-28 04:44:22.387000 UTC,3739634,11760,,0
31733037,"@Liath I meant for the text in the image, to further complicate image text analysis.",2014-01-13 15:46:42.806999 UTC,21095370,1883647,,1
6201246,"But isn't it so that web servers require to have static IP for the certificate? If we didn't need certificate, I could understand how to proceed but we need to tie up the certificate to our custom domain, which is what I don't understand.",2011-03-29 09:13:34.282999 UTC,5468911,103014,,0
3724171,Is this CAD from scratch or using an existing application like AutoCAD?,2010-08-24 07:33:08.529999 UTC,3535093,45603,,0
29120571,@ishan3243 To be fair my last sentence gives the sole correct answer to your question. It's simply defined this way.,2013-10-27 10:10:05.612999 UTC,19615781,108915,,0
51022108,@AminNegm-Awad I understand your meaning.  Thanks.,2015-07-21 05:07:04.220000 UTC,31530085,2143275,,0
51074352,I am currently testing with smaller and smaller files. Though it takes about a day before it reaches the end. I will update as I get more results.,2015-07-22 09:26:19.653000 UTC,31558903,346804,,0
29610109,@MatthewFarwell Systems that read other system's log files ditto. There are databases and any number of IPC systems for this purpose.,2013-11-11 08:58:27.019999 UTC,19902148,207421,,0
24385152,What exactly is the exception that you are getting? Can we see some code?,2013-06-03 13:56:59.519999 UTC,16898384,546922,,0
3753418,.. you might accept the answer given below. It helped my issue.,2010-08-26 19:28:19.013000 UTC,3018451,109749,,0
28263615,"i'm already doing that, just forgot to include that in post.",2013-10-01 11:17:36.576999 UTC,19114760,2830660,,0
47472749,Did you check if you had any error in your console? Was it the only interpolation failing to `{{ }}` or many others did too? This behavior usually means that Angular crashed somewhere during its compilation and usually reports what causes it.,2015-04-16 06:35:44.372999 UTC,29440036,1501926,,0
50500893,The only difference I see between your two code snippets is the location of the `conn.send()` line.,2015-07-06 17:25:30.322999 UTC,31245593,208880,,0
68764630,But isn't yours doing the same? You have a for loop... I don't get how it's transformed here...,2016-11-23 17:06:10.816999 UTC,40769530,2485889,,0
308602,"@David B - I like yours better the top part of mine is actually alsmost an exact replica of yours, except for all the NULL checking, not really sure what the point of the CROSS APPLY is, but I can safely say you probably found the better algorithm",2009-01-29 19:00:14.273000 UTC,492704,17,,0
52317825,Can't you save it and then set it back? before returning?,2015-08-26 02:38:14.380000 UTC,32216929,1361787,,0
15889387,<li>{$foo.name}</li>,2012-08-13 08:12:21.913000 UTC,11920888,465738,,0
12142956,"When you first visit the page, it is undefined, after you click a button and enter text, it is defined",2012-03-06 01:25:27.539999 UTC,9576560,1044394,,0
30410403,wrap the whole code within `.ready()` function..,2013-12-04 07:26:41.756999 UTC,20368250,2609966,,0
35484514,"@Jay how you mean ""put it slow?"" it's working perfectly even slow. You just make sure that slideTime is not higher than the pause :) or simply do like most galleries plugins do, they set the pause to be slideTime + pause to prevent users mess up the timing.",2014-04-21 14:13:19.653000 UTC,23190657,383904,,0
9672870,You're welcome. Don't forget to upvote and/or accept the answer,2011-10-27 16:44:31.026999 UTC,7913512,87015,,0
19047148,"@Enigman, that doesn't make sense. `struct` is unrequired in C++.",2012-12-12 11:26:35.642999 UTC,13838531,1033896,,5
70060100,"Instead of giving the Schema definition, it'd be good to share few sample documents and expected output such that it would be easy to understand what you are trying to accomplish.",2017-01-02 13:01:20.117000 UTC,41427148,5430425,,0
28131102,"http://mkweb.bcgsc.ca/color_summarizer/?analyze Here is an online tool that can analyse real-life photos and returns to you Grapher of the RGB values say can get a feel of what real-life photos have in their graphs.... extremely useful website, which is essential if you are trying to design avant-garde algorithms for random colours-",2013-09-26 19:10:23.877000 UTC,18269541,2040877,,0
45944907,"I dont get it, this doesnt affect whole folder specified. It affects only 1 file",2015-03-03 17:09:09.963000 UTC,28837313,4628593,,0
27872170,"You should take a look at [the source code for String](http://grepcode.com/file/repository.grepcode.com/java/root/jdk/openjdk/6-b14/java/lang/String.java).  Consider the following:  String x = ""I am a String, guy!""; String y = x.substring(5,7); String z = x.substring(5,7);  y and x will have the same offset and count as each other, as well as share the same char[] as x.",2013-09-18 23:59:21.292999 UTC,18882034,1011979,,0
30576672,"Ok, I'll look more into it, and post a better question if I need to.",2013-12-09 03:50:25.637000 UTC,20462614,,user2700923,0
66542916,@dan08 it is returning a traversable (Object/Array) For reference in the docs: https://www.bigtreecms.org/docs/code/core/BigTreeCMS/#getNavId `Return Value: An array containing the page ID and any additional commands.`,2016-09-21 13:47:33.403000 UTC,39618244,1514049,,0
66170524,You need to post what your code is at each stage.  Edit your question to provide this information. At which point is the data good? Where does it go bad? What do you want it to become as a result of the check? Provide examples as actual data structures. Otherwise I can't help much.,2016-09-10 06:02:20.377000 UTC,39422901,2747829,,0
41333869,"It could be a lot of things. Try expanding your devtools to the fullscreen, then use mouse to select a part of the timeline. A list with all the event for that period will show up below. Isolate those that take the most time and see if there's something you can do to optimize them.",2014-10-13 08:03:15.809999 UTC,26326516,965907,,0
59959628,Every answer has unique id....,2016-03-22 17:30:27.359999 UTC,36160991,4706439,,0
27425272,"*""JNLP fiel chooser won't open.""*  I think you should ask another question on that.  Make sure to validate the JNLP with [JaNeLA](http://pscode.org/janela/), before adding it to the new question.",2013-09-05 06:30:19.756999 UTC,18485849,418556,,0
14229499,You are a fool if you it any other way than @UmairP said.,2012-06-06 09:57:00.467000 UTC,10910855,15541,,0
32913014,The closest I've got is copying the SQL query from the console logger from Pyramid (which doesn't have the '?' replaced) but also includes after it the values it uses.  Then I copy/paste those into their corresponding positions into the query so I can run it.  It's some text manipulation for sure.,2014-02-13 15:41:28.253000 UTC,21735943,278763,,0
71903172,I tried this with the string :abce 3343444888 333 3344556677 bcbcb. I did not get any results :(,2017-02-21 20:14:24.723000 UTC,42376859,7231176,,0
46660479,"@W3Max, Yes share the code please",2015-03-24 06:53:44.710000 UTC,14274093,1618825,,0
40000724,This sounds like a terminal type or prompt setting problem causing redraw issues. Does hitting `ctrl-l` after hitting `up` cause the right command to display correctly?,2014-09-01 13:06:56.066999 UTC,25606304,258523,,0
57921797,"The more important change is switching the protocol to https. Otherwise the SDK won't get loaded and the following error will be displayed in the console: ""Mixed Content: The page at 'https://fiddle.jshell.net/_display/' was loaded over HTTPS, but requested an insecure script 'http://connect.facebook.net/en_US/sdk.js'. This request has been blocked; the content must be served over HTTPS.""",2016-01-30 10:06:30.869999 UTC,34969723,3620458,,0
69119603,http://www.rexegg.com/regex-disambiguation.html#lookarounds,2016-12-04 03:21:32.736999 UTC,40954951,2055998,,1
55369478,Please visit the [tour] and the [help]. Before posting use the [checklist](http://meta.stackoverflow.com/questions/260648/stack-overflow-question-checklist) to make sure your post is up to our standards.,2015-11-19 10:57:49.592999 UTC,33801862,578411,,0
45523196,Location shouldn't matter as they are in your webservers cache,2015-02-19 15:07:17.703000 UTC,28609351,3652863,,1
27091243,Check [this](http://blog.doityourselfandroid.com/2011/02/28/30-minute-guide-integrating-facebook-android-application/) out.,2013-08-26 06:44:15.256999 UTC,18437815,2405196,,0
71020086,Your approach seems to be the proper one. For correct error reporting you have to compute the final location yourself (i.e. add the line + column offset of the parent xml tag to the position reported by the parser).,2017-01-29 09:48:42.220000 UTC,41917218,1137174,,0
69583022,Sorry I confused some names. This one worked very well.,2016-12-16 19:58:15.877000 UTC,41191465,4114372,,0
64091627,Glad it worked in the end :),2016-07-12 20:49:43.039999 UTC,38240893,2776376,,0
47405170,when using the debugger if you were to put a breakpoint at this line `return ds;` what is the value of ds in this line `da.Fill(ds);` when you click on the magnifying glass in the `QuickWatch window`? do you see data..? shouldn't you be binding like this perhaps `TempChart.DataSource = ds.Tables[0];`,2015-04-14 15:23:38.342999 UTC,29631008,955076,,0
62728306,"You say that you `remove special characters and emoticons from tweets`, why not analyze emoticons too? Happy face = positive sentiment",2016-06-03 20:26:10.357000 UTC,37622769,2056979,,0
19759274,"Indeed, that would be the best workaround. It was faster to set it up this way though, and I was curious as to if it could be done.",2013-01-09 16:21:48.072999 UTC,14241515,1899240,,0
48539641,"Does that not work? What's the error? It sounds like you want `'target-folder'` to be a variable, based on what? What version of gradle?",2015-05-13 14:32:14.622999 UTC,30217645,413397,,0
40973250,This happens sometimes when you call unsynchronized transitions. Maybe you have pushed same VC on the same action from storyboard AND from code? Or you are pushing some VC before you pop another?,2014-10-01 11:18:24.410000 UTC,26139677,1863067,,0
67127939,"""because one CPU core can only run one thing at a time"" is was true on the old CPU like Intel Pentium 3. The OS put each thread in a queue and giving amount of time to run in turn when there turn is over and still need to run then added back into a queue. It make look like you run more then one program at the same time. have look at https://en.wikipedia.org/wiki/Scheduling_(computing) @zvone",2016-10-07 16:43:45.872999 UTC,39904373,6735677,,0
69653938,"@JosephtheDreamer - it was a local app (file:/// protocol), the same protocol and file both times.",2016-12-19 17:02:27.259999 UTC,41227469,5463636,,0
305063,Yes I tried casting it to void and then doing new(voidobj)T(); At this time I suspect VS2003 is buggy and I need to upgrade.,2009-01-28 19:51:12.867000 UTC,488874,13676,,0
56234777,"I do have the piece of code written in DrawPanel class, where else do u suggest me to make changes?",2015-12-13 00:08:17.086999 UTC,34246410,5626782,,0
23591699,I am not getting the tool tip at all,2013-05-08 18:13:18.736999 UTC,16431387,1139023,,0
42251549,I changed to `.on()` and still same result.,2014-11-10 12:49:42.552999 UTC,26844128,892134,,0
21579314,you need to declare the activity in AndroidManifest.xml,2013-03-08 10:47:43.173000 UTC,15288147,1232826,,0
61459826,sorry still getting the same thing,2016-04-30 04:29:25.367000 UTC,36929409,3426493,,0
64284459,"Also please tell more about your environment. Which IDE, how do you run your tests (Eclipse, IntelliJ, Maven, Ant, ...?).",2016-07-18 14:33:46.890000 UTC,38439298,2239897,,0
65940250,"thank you!  so, suppose,  month>7 =　term4  how can I describe?",2016-09-03 04:22:06.496999 UTC,39302910,6724844,,0
63008963,I will update fiddle. sec,2016-06-12 02:38:35.463000 UTC,37769893,3307783,,0
57932591,"Nope, What would i type? include ___ ?",2016-01-30 19:05:58.836999 UTC,35104637,5583417,,0
21640460,print_r($lang) to check if the worktitle is correct key? or just use array_key_exists,2013-03-10 18:30:50.342999 UTC,15325901,,user1646111,0
51926883,"Yes but the goal is to show the max score per person + type:                  SELECT e.* 
FROM `events` e
left join `events` e1
on e.type = e1.type
and e.score < e1.score
and e.personId = e1.personId
WHERE e1.score IS NULL
ORDER BY personId, type",2015-08-14 14:18:50.513000 UTC,31997728,3507028,,0
39138861,"So, how can I store the in MySQL? MySQL can't deal with them too. HTML Encode/Decode was an option.",2014-08-05 16:02:16.943000 UTC,25143278,2684718,,0
70643405,"Sorry, there's no public bug tracker for Firebase at the moment.",2017-01-18 16:21:18.009999 UTC,41706571,807126,,0
61895560,I can't see how the input maps to the output. Can you explain it more clearly?,2016-05-12 08:17:24.342999 UTC,37180853,2088135,,0
68260597,"I have manually removed all calls to GLee but when I try to run the whole thing now I get this error.. ""ERROR: 0:1: '' :  version '130' is not supported""",2016-11-09 14:28:40.223000 UTC,40508578,4654710,,0
23574002,"If you setup your controller structure you would have. Controllers can inherit/extend eachother, setting up an environment in the process.. And previously instantiated objects could be serialized in Session (probably want to use __sleep and __wakeup) if needed, but thats a bit beyond the scope of your question.",2013-05-08 09:37:21.523000 UTC,16437178,1472389,,0
32968804,@FernOfTheAndes You clearly didn't see the quick edit I had to make after mixing up threshold scales with *quantile* scales (which are something else again).  And your fiddle worked nicely -- it just wasn't quite what the OP had asked for.,2014-02-14 21:20:14.150000 UTC,21789484,3128209,,0
43765275,how much idiot i'm... thanks for that was little mistake :p,2014-12-28 09:47:28.289999 UTC,27675188,4399369,,0
15668178,I edited my query to return you're model... should work fine now.,2012-08-03 10:01:01.536999 UTC,11723215,382011,,0
72457981,I would have also recommended `QSaveFile` as that is exactly the use case it was created for,2017-03-08 08:35:22.282999 UTC,42664884,6842725,,0
24864691,Did you ever find a solution to this?,2013-06-18 15:34:57.592999 UTC,12880877,1039608,,0
1781224,"Yes, we had and extendable module plugin system which went through all dlls in the binary folder and collected the public classes marked with an attribute -  used reflection to do so. We needed a declarative solution instead of this approach.",2009-12-10 14:44:19.612999 UTC,1873954,151076,,0
33470257,that is pretty much what I am using. It turned out that the provided results were incorrect and my algorithm is correct.,2014-02-27 14:33:06.493000 UTC,22008206,1944352,,0
29338439,"Correlate the information with that of netstat then. The OP isn't clear on what ""connected"" means. Is the phone an AP? Is he looking for other devices connected to the same AP? Devices with active TCP connections to the phone?",2013-11-02 17:11:58.190000 UTC,19740118,119527,,0
30280732,"`impute.prelim` is perfectly well defined, it's just not exported. Try `imputation:::impute.prelim`. I agree, though, that setting all values not successfully imputed to 0 should at least be documented (which I don't see).",2013-11-29 23:25:24.226999 UTC,20294603,324364,,0
42315934,DOM elements trigger not a class. What you are referring is a selector,2014-11-12 05:05:10.217000 UTC,26879610,1668533,,1
21238782,"@RolandSoós If you are fine with such hacks, great. I try to avoid hacks so everything validates and I don't potentially run into unexpected behavior later. Glad you found something your are satisfied with.",2013-02-26 19:27:05.950000 UTC,15095112,369707,,1
11467683,http://stackoverflow.com/a/8937211/1024132,2012-02-03 08:04:55.947000 UTC,9125438,1024132,,0
8831191,"@cytrinox: What you are doing is called *type erasure* where ""erasure"" is there because the real *type* of the object contained is *removed* from the container. Of course the object still has a concrete type, you cannot really remove that, but when you get an `any`, you don't really *know* what is contained in there. At runtime the type stored in the object is *unknown* (i.e. a function that receives a `boost::any` and forwards it to a different function does not *know* what the `any` holds, only that it can manage it through the common `any` interface)",2011-09-06 19:20:52.230000 UTC,7317352,36565,,0
39360311,"Glad I could help, don't forget to mark the answer as accepted :)",2014-08-12 10:10:03.683000 UTC,25199183,7898,,0
39915158,Is [this](http://stackoverflow.com/q/25554213/3802811) your other question? (This link will show you your activity on Stack Exchange: http://stackoverflow.com/users/3385997/),2014-08-29 01:23:46.859999 UTC,25560324,3802811,,1
41646224,Thank you. Your code is running as I want.,2014-10-22 12:51:57.910000 UTC,26507700,794542,,0
60390499,So you have no way of manipulating the webpage or server?,2016-04-03 14:48:56.127000 UTC,36386865,1689781,,0
36300663,"Just trying to learn how to use collections, and wanted to see how to use them in select statements....yes, comment out the select statement and it runs OK.  I guess I could do a select into to see if it works at least.",2014-05-13 18:27:25.562999 UTC,23638368,1754307,,0
7432543,"Hi Balus, dont know exaclty where the _webcontent root_ is sorry for the probably silly question",2011-06-14 22:39:25.163000 UTC,6350648,583673,,0
70249857,@Mohini some Socket that is listening on the Reducer side,2017-01-07 13:38:56.710000 UTC,41284639,5509152,,0
18985034,There is nothing wrong with the code that you've given here. I can only ask you to ensure that getWriteString() is actually returning a non empty string,2012-12-10 13:26:07.576999 UTC,13801093,652895,,0
1686890,"Please provide the script, otherwise I have to say ""not a real question.""",2009-11-25 18:38:30.726999 UTC,1798606,47161,,0
14169036,Have you tried removing write permissions for others on that directory?,2012-06-03 20:39:00.322999 UTC,10873759,238978,,0
38853032,"enum E { Palading, Rouge }; E.valueOf(""Paladin"").toString() might just do for a token with conversion to and from String.",2014-07-28 08:03:54.627000 UTC,24990639,984823,,0
47995131,"CREATE TABLE #TEMP(TOTREG INT NULL)
DECLARE '@cnt INT = 1;
WHILE '@cnt <= 9
 BEGIN
  INSERT INTO #TEMP VALUES ('@cnt)
  SET @cnt = '@cnt + 1;
 END;
 
UPDATE TAB_EXAM_FORMS
SET
RNO_CODE= How to update?
WHERE 
SESSION_ID='46'",2015-04-29 07:14:23.153000 UTC,29935958,4844884,,0
50787565,"Come to think of it, there were some ways that were unacceptable for my site. I think one was styling the body with overflow: hidden; Of course, then the page isn't scrollable.",2015-07-14 12:46:12.470000 UTC,31405550,2626152,,0
55807556,"I can use the void for the name as well ? what about printing whole person datas, should i use printf ?",2015-12-01 17:12:12.019999 UTC,34025818,5626421,,0
13812841,possible duplicate of [Column-name and/or table-name as parameters](http://stackoverflow.com/questions/5791764/column-name-and-or-table-name-as-parameters),2012-05-18 11:49:46.746999 UTC,10652037,11683,,0
11745079,"I put the reference to the dll, as indicated in my message. Maybe in the c# project must I set something?",2012-02-16 12:19:23.127000 UTC,9311096,855174,,0
52921000,"But you need to call that UDF! That's what causes the perf drop. In the exec plan, that I'm sure you are going to post, we will find a loop join to that UDF. It is opaque to the optimizer. Nothing can be done.",2015-09-11 20:15:13.339999 UTC,32530537,122718,,0
53179751,"no, i want a change(difference) all ""names"" on given $dateT cl_price - $dateP cl_price, then the highest 10 changePrecentage & the lowest 10 of chanePrecentage 

echo '<td align = ""right"">'.  $changeprecentage = number_format((( $rowTMG['cl_price'] - $rowPMG['cl_price'] ) / $rowTMG['cl_price']), 2, '.', '' ). '</td> </tr>';",2015-09-19 10:22:39.292999 UTC,32663994,1850597,,0
18610121,updated the answer with version that solves the concerns expressed,2012-11-27 08:13:50.266999 UTC,13564178,99594,,0
68927244,"Removing the ""private"" keyword works for me. No, I didn't need to install an npm package.",2016-11-28 23:31:57.680000 UTC,40854520,1405671,,0
46561653,"Whatever your base is add it to your rates table.  If you never want to convert to or from the base you don't need to add it.  The base currency is always `""base_currency_name"": 1.0`.  If you can't do that, change the return statement to `return value / (1.0 if src_curr == 'USD' else rates[src_curr]) * (1.0 if dest_curr = 'USD' else rates[dest_curr])`.",2015-03-20 16:47:34.403000 UTC,29171622,1322401,,0
66262209,Side note. Your `totalDates` will contain several reference to same object.,2016-09-13 13:36:20.756999 UTC,39470694,3656904,,1
49842312,have you tried alert(result['request.id']);,2015-06-17 20:24:22.816999 UTC,30901669,3681020,,0
7983159,"Ah. Well, still, I think calling destroy on a non-existent slideshow is your problem there. Perhaps add a class to the slideshow ul when you initialize it, and then check for that class before destroying it, e.g. `if ($('#slides').hasClass('cycle')) $('#slides').cycle('destroy');`",2011-07-18 17:52:06.882999 UTC,6736833,654031,,0
46670389,I think that is specified by omission: only methods can be overridden. Fields can only *hide* other fields: http://docs.oracle.com/javase/specs/jls/se8/html/jls-8.html#jls-8.3,2015-03-24 12:03:24.066999 UTC,29232067,40342,,0
69713094,"And also, it should not remove the brackets of  interwiki links example, [[:en:Parkia speciosa]]",2016-12-21 06:28:36.890000 UTC,41252246,6632834,,0
28078936,Cheers. Missed that viewDidUnload wasn't in iOS 6 :/ Will move add/remove observers into viewWillAppear/viewDidDisappear :),2013-09-25 13:20:05.599999 UTC,19005779,2556050,,0
19972175,"So, is James and Postfix really the same thing? James seems to be a full fledged email server, it can send email, receive, manage users, inboxes etc. Does postfix do all that as well?",2013-01-16 17:00:49.730000 UTC,14363276,838151,,0
15439861,"Thanks, using simply <!DOCTYPE> solved the problem.",2012-07-25 15:02:54.566999 UTC,11651831,647459,,0
43409933,"Sorry, it was my confusion. I see that PhantomJS doesn't run in Node.js. What I meant was the ""bridge"" between the `page.evaluate` context and the outer phantomjs context.",2014-12-15 17:03:12.076999 UTC,27488456,1941755,,0
7471460,In windows you could use [IronPython](http://ironpython.net),2011-06-16 20:40:27.619999 UTC,6372683,663223,,2
36969577,Thanks - agreed I should make everything run HTTPS. I'll make that change. Is there any benefit of choosing to share `https` over `http` or vice versa?,2014-06-02 09:14:54.420000 UTC,23990803,1709033,,0
10108540,"Yes if it's http traffic, i can capture by Wireshark or Fiddler.",2011-11-22 01:34:15.917000 UTC,8209308,446094,,0
55512375,thanks! this works,2015-11-23 15:17:43.903000 UTC,33874087,308827,,0
11215276,"@Henk: Basically, if we pass by reference, the fact that it immutable is irrelevant in the face of it being a value type - the storage could still be mutable.",2012-01-21 21:42:22.940000 UTC,8956696,412770,,0
20278939,"There is no need to actually download the signal package. He can use the `pkg install -forge signal` command instead. Also, don't forget to load the package (they are not automatically loaded anymore)",2013-01-26 17:57:15.316999 UTC,14536100,1609556,,1
16190133,I agree that the error messages are not clear though. The DecisionTree and GaussianNB error messages should explicitly state that sparse data is not supported. Please feel free 2 open 2 github issues to track this.,2012-08-24 14:29:12.273000 UTC,12105851,163740,,0
52704303,I am so angry with myself. Thank you. I can't believe I looked over that. Sorry to waste everyones time.,2015-09-06 01:11:12.473000 UTC,32417950,5056787,,0
36688079,These 3 tables I am using,2014-05-24 06:04:51.617000 UTC,23841259,3626532,,0
71468566,Never knew about the xs method. Works great! thank you!,2017-02-10 03:43:08.619999 UTC,42151082,7508541,,0
38724204,Reflection is mega overkill for such a trivial question,2014-07-23 22:24:57.526999 UTC,24922042,1917215,,0
22307794,"Don't be surprised if this gets voted down. It's not code-related, it begs for subjective answers and/or discussion, and you could find the information you're looking for with some steadfast Google searching.",2013-03-29 16:55:31.450000 UTC,15706996,1657493,,0
67465560,What are you using to measure the CPU?  What I see as I decrease framerate is most of the time the CPU sits at 0% but has periodic bursts.  When I increase the framerate the CPU usage is more steady but higher than zero.,2016-10-17 22:04:47.607000 UTC,40094280,1496237,,0
68604025,"Correct, I noticed that after I posted and updated to cast all of the values to `[Int]`.",2016-11-18 22:12:10.829999 UTC,40686555,2102693,,0
4800331,which tag are you trying to get?,2010-12-09 20:26:56.607000 UTC,4402734,69654,,0
8988376,"You are right, I will edit my post.",2011-09-15 16:56:18.903000 UTC,7434532,643298,,0
57337377,Added an example image,2016-01-14 18:33:42.342999 UTC,34794436,294118,,0
58556467,"Actually what I meant is whether I should use any dbms that provides fuzzy search (may be mysql or postgresql, since sqlite3 doesn't have that), **OR** should I use hastack+elasticsearch, regarding the fact that *my db will not grow any larger*. I am expecting your suggestion as to which would be better option, regarding my scenario.",2016-02-16 09:45:47.940000 UTC,35022138,3375713,,0
30301497,Have a look at Josh Triplett’s e-mail.  The patch he pushed allows users to compile out both `iopl` and `ioperm`.,2013-11-30 23:32:01.947000 UTC,20306733,421251,,0
36905387,How would this code work if you were using a JS template?,2014-05-30 14:13:02.306999 UTC,12257319,2153781,,0
30283394,"@ircmaxell, it is good point, i'll redo my application. But i'll keep question just as theoretical. Also PostgreSQL supports crypt with blowfish.",2013-11-30 03:28:50.713000 UTC,20295778,1503018,,0
66412360,ok figured it out! thanks a lot,2016-09-17 18:25:51.197000 UTC,39549647,6004355,,0
55367745,"As @JessevanMuijden pointed out, you have `sonata-project/easy-extends-bundle` duplicated (last line and 3º line from the bottom), remove the last line (which says `""sonata-project/easy-extends-bundle"": ""dev-master""`) and re-run `composer update`. Then, feedback, please.",2015-11-19 10:18:11.102999 UTC,33772844,2186169,,0
57582753,"Thanks for your code but you are using http delete request, But I need $resource delete request",2016-01-21 13:08:40.180000 UTC,34924119,5821096,,0
31052830,"in your view file try defining this, <?php Yii::app()->clientScript->registerPackage('jquery'); ?>",2013-12-22 06:29:44.523000 UTC,20720536,1702468,,1
60933054,I like the idea of using the Singleton class. I think that is what I was mostly looking for. I do have a class for an item. I dont know if this is what I should modify,2016-04-16 23:15:12.342999 UTC,36670489,5527771,,0
34939791,"Yes, when I delete extra ; after int success = json.getInt(TAG_SUCCESS);; there are errors in rows  JSONArray productObj = json.getJSONArray(TAG_PRODUCT);
         JSONObject product = productObj.getJSONObject(0);  txtName.setText(product.getString(TAG_NAME));
             txtPrice.setText(product.getString(TAG_PRICE));
             txtDesc.setText(product.getString(TAG_DESCRIPTION));
             txtCurrent.setText(product.getString(""current""));
             txtTurn.setText(product.getString(""turn""));",2014-04-06 14:42:36.670000 UTC,22893648,3499351,,0
56816216,So a pimpl pattern sounds like the perfect solution for this. I'll write up a simple example.,2015-12-30 20:58:11.552999 UTC,34536307,1919155,,0
44958960,"I'm not sure if there are, but YAML and JSON are completely interchangeable. If you have a JSON sample, you can easily convert it using something like http://jsontoyaml.com/",2015-02-03 16:26:48.586999 UTC,27107402,1103327,,0
42877156,"Alfabravo, implementation of what? I'm just use one API function. It works not as i expected.",2014-11-28 21:26:57.026999 UTC,27195788,2772459,,0
11610366,"If the library does not supply a .pc file, you can always write your own.  Use flickcurl.pc as a template.",2012-02-09 23:58:35.903000 UTC,9218457,140750,,0
22543270,"@dystroy Actually, it's not. The `fieldset` has the id `socialLogin` while the selector is targeting `socialsLogin` (notice the 's'), which is the anchor tag",2013-04-05 20:21:38.859999 UTC,15842376,1072272,,0
33032427,Wrong solution on tail string I don't need zeros on tail...,2014-02-17 09:48:08.496999 UTC,21825515,1327121,,0
68853797,"i added the above line in .vimrc, but still the issue remains as it is. please let me know if there is anything else that i can try.",2016-11-26 09:59:25.759999 UTC,40774801,1182722,,0
26037811,"`webBrowser1.Navigate(""C:\\Users\\admin\\Desktop\\StateName.htm"");
            //webBrowser1.Navigate(txtUrl.Text);`",2013-07-24 15:29:17.142999 UTC,17838351,2495939,,0
47725790,@edwardlavaire Sit down with a pen and paper and work out step by step what each program is doing. The nested for loop is comparing every entry in one array with every entry in the other.,2015-04-22 13:19:08.867000 UTC,29798467,3049628,,0
58467831,@NenadVracar `I need this block's width to be 40% of the size of the container.`,2016-02-13 15:08:02.122999 UTC,35381387,2598876,,0
23295640,"+1 for your answer and the helpful link, thank you",2013-04-29 11:39:45.336999 UTC,16277671,1046010,,0
38448305,There is a lot of downvoting in this question with no explanation.  It's not clear why anyone should contribute anything to this site sometimes...,2014-07-16 09:03:10.286999 UTC,24775922,299924,,1
69169909,"That's what you should tell us. What is the error? What do you expect it to do, and what does it do instead? It seems you learnt Angular with a tutorial written with Angular 1.0. But we're now at 1.5.8, and a lot has changed since then. Read the official documentation.",2016-12-05 17:50:24.016999 UTC,40980273,571407,,1
45620036,"And if I want to receive data, I should also ""tell"" the other thread to call `WSARecv()` and give it all the information it needs: buffer - socket handle - etc.), is that correct?",2015-02-22 19:52:26.132999 UTC,28662346,4396948,,0
17547093,"""(as you have to provide the key in any case)""
Symmetric encryption is definitely not equivalent to asymmetric in a licensing situation.  For example signing a license file using RSA (asymmetric) means the public key only is included with your software (to verify the signature).  The corresponding private key is used to generate the signature, is nver included with the software.  This is the whole point of signing something.  On the other hand including a symmetric algorithm key in your software (which you must to decrypt anything) renders the encryption almost pointless.",2012-10-18 00:03:11.119999 UTC,8908329,5023,,0
3507244,"in this case, what does GetName and Container do? Are they defined elsewhere?",2010-07-30 20:13:44.279999 UTC,3375033,303052,,0
33313086,"with ""live"" functions does it not work either :(",2014-02-24 09:04:47.470000 UTC,21982903,1704131,,0
6379462,@fryeguy I added an answer to help clarify. The refactored version should preserve the logic in your original code.,2011-04-09 02:40:40.867000 UTC,5561301,234175,,0
1263065,"The logger is not a constant as it is a reference to an object. Constants are values that can't be changed. The object reference is final (so the reference to it can't be changed, e.g. swapped with something else or set to null) but the object itself can.",2009-09-14 05:31:27.923000 UTC,1417204,3713,,5
42889696,Can you tell me what your response object is returning?,2014-11-29 14:48:47.266999 UTC,27203112,3713362,,0
17004761,It would make more sense if you post your code!,2012-09-27 03:38:08.137000 UTC,12613716,279482,,2
45268845,there is no Issue of switching design between mobile screen and desktop screen size. I want to show the small screen size on large screen size? Do you guys get my point?,2015-02-12 08:15:10.119999 UTC,28472230,1430001,,0
17164899,It seems the functionality I'm looking for is described here: http://stackoverflow.com/questions/8098935/matlab-dependent-properties-and-calculation?rq=1,2012-10-03 16:03:21.882999 UTC,12712306,1361521,,0
23773438,"@BumbleBee You are welcome, can you provide a demo on http://www.jsfiddle.net? Have you put the code in document ready handler?",2013-05-14 18:10:40.397000 UTC,16549754,848164,,0
28222911,"If the objects were big cumbersome things I'd be thinking about bringing them in via an Ajax call. That way you aren't chewing up lots of memory for things that aren't visible. However, if performance is absolutely key I would imagine hidden HTML is going to be the fastest method as you aren't manipulating the DOM.",2013-09-30 09:37:14.226999 UTC,19090797,1897799,,0
2272386,can you point to some tutorial? thanks,2010-02-21 13:45:55.750000 UTC,2305835,171546,,0
